UB,LB,Time
7.789269030462036e6,209.979,1.1009537
1.624173087705751e7,209.979,0.4418365
1.6245576434892455e7,209.979,0.473433
1.7647526602293592e7,209.979,0.4831375
1.6942119835075285e7,498.35561469382753,0.5715124
2.0118957787811227e7,499.63067319984816,0.6310313
1.2097972754764466e7,499.67802953841937,0.6550556
1.1570150166707482e7,508.29989521614226,0.7726283
1.772326554546677e7,540.0034158903785,1.1596613
1.6894480961709667e7,666.5867363522048,1.1771154000000001
1.8980559994027324e7,845.9509859839333,1.2422275
1.7978539442227557e7,1081.4772362459946,1.5193093
1.2145013988249592e7,1270.6046354882506,0.6283892
3.3320638046154953e6,1348.3065267732784,0.6962655
5.043451125566883e6,1420.9798325267304,0.8929315999999999
5.32677582517224e6,1503.2419737785408,1.2947715
3.657731192721912e6,1542.7297764491448,2.0127900999999997
2.4019284004076747e6,1615.9151882861179,2.1320938
3.4246695116836526e6,1690.4095720611574,1.5085952
2.606690440259348e6,1863.0731101062988,1.257211
3.4668015293897004e6,2088.6143937798392,2.0728541999999996
2.4800291928545614e6,2334.3511456325214,1.9472215000000002
2.7537729505154397e6,2756.2884474921943,1.9584711
912682.7606547255,2918.454684682891,2.4552235999999996
1.2435910748611083e6,3160.0334096991933,2.3138548
611196.2410807108,3331.0736674786913,1.9298562
789912.9486772867,3385.003857899971,2.8339197
489432.4761523213,3538.5972405936545,2.7233587999999997
454159.8516999614,3599.7403873427857,3.2890647
508087.2434625789,3748.843824807871,2.6307527
393481.9552366405,3877.5042774847184,1.9308189
360658.7189380599,3907.293109417024,3.0856402999999997
335016.7380718127,3972.8230446709144,2.5149622
325998.1809575925,4079.1430656777243,2.7603517
571555.2064057982,4203.188926338051,2.4766798
491782.5224982395,4372.172728012735,3.8002803
404040.03694838576,4888.188281473773,3.0713043
507453.92995812814,5067.407953057555,3.1519969
742407.3009774867,5525.823712786808,2.0249001
716279.8241270082,5559.849265774965,1.9395954
488293.78858402517,5595.104338091834,2.2044343
621180.8207820128,5766.876214673176,2.3123726999999996
359840.3559617951,5790.574459118569,2.907866
290811.4878078404,5992.600921421008,2.56258
367487.2250328592,6120.693679969701,2.525511
214989.99251772198,6181.179836859759,2.7543935999999998
379340.37799843337,6512.401829485414,2.2919145
198426.02419618677,6514.116456314829,2.4324972999999996
192363.83785371686,6579.583226828414,2.1997315
159487.92971351036,6727.634567164911,2.7758507999999997
258166.02026463865,6879.859428455518,2.3856096
289448.8238510775,6953.726480110468,2.2521708
122787.80617242993,7012.349753323,2.4759346
171461.6257173051,7165.393014265712,2.7641557
110380.61969654099,7362.699724881197,1.9485541
88584.0750774341,7417.904882223942,2.2230065999999997
88865.84706155933,7445.545808712115,2.9692363999999998
211610.69097855114,7645.723287613335,2.3382839
173878.2023730291,7732.496826912593,2.7843312
167417.85394857576,7799.165030239572,2.3993526
84061.59996182116,7805.21746240768,2.5867216
84284.98851331609,7891.826771017495,3.0873972
133942.9515014902,8024.958352898222,2.7739309
91397.84696898358,8032.106446439979,2.8042293
63469.74075103198,8045.452907185427,2.9589639
87369.93476533165,8401.69158182613,3.0488248
58045.74383591881,8451.258360363412,2.9299146
111777.7777275562,8639.558689627716,2.9682981
73939.10888311417,8680.478099989603,2.9347315
44616.03647991328,8683.914663835429,3.010814
71647.4276270467,8761.125733364475,2.9014218
39654.93725766585,8761.152176353808,3.2847764
46047.70668770273,8821.00800103784,2.9698786
56508.371641947095,8849.434795450383,2.7587153
38157.20753010482,8852.079071892585,2.9858241
33803.02048248527,8900.853211108828,3.4547339
37189.915914693025,8942.455643002104,3.1297096
50524.64958058362,8982.685100826435,3.2015268
36365.651719979855,9026.5717189989,3.4821358
26980.59778758028,9034.581256375743,5.9391195
39431.72046317226,9083.664482126063,4.7134362
39357.639336409906,9091.080508126652,3.4527395
25668.67494449566,9123.746726236262,3.3017203999999998
22389.414150180477,9150.139721163767,3.3638759
48479.18649504831,9229.830855569053,3.2111193
32107.26289296938,9231.730601238385,3.2775060999999996
21805.050603032036,9264.155865176777,3.1398888
20845.028894505074,9300.39557385954,2.9667383
20858.478728677044,9307.091491404586,3.0192422
23356.82838311399,9350.5364120218,3.2597069999999997
21674.017972991332,9366.406304941862,3.1258841
23337.301559500993,9397.04038151115,3.1555088
19428.13026131045,9420.14067007412,3.4076574
19539.4881951062,9423.071690439741,3.454875
14941.050076379219,9434.64727400204,3.0086298
16825.696600204876,9466.365842985397,3.2566068
16862.066041800103,9476.927683617483,3.0543818
15146.932378727808,9482.835325667736,3.1079339
13597.050374739436,9512.460906864988,3.2418246
17576.673800806526,9532.100872303956,3.0550114
18362.132012731498,9537.073588139392,2.9039876999999996
14120.137868965894,9543.27185936569,3.056778
14736.779712249305,9545.069995444297,2.9881674
12084.91249428885,9559.14463156341,3.0902436
14748.84751842358,9579.110045113164,3.0277056
40791.99443721635,9589.755527218324,3.1015954
11604.355971371344,9593.54370307966,3.2261946
12599.240471583013,9598.5634571228,2.9260135999999997
13367.464867406346,9603.545678611234,3.1257219
