UB,LB,Time
5.241471303472744e6,209.979,1.2467573
1.4475251103336254e10,209.979,1.9025303
2.6676317719160602e6,209.979,1.8363312
1.3370618123772535e6,209.979,1.4007157
668842.2405035615,209.979,1.4734812000000002
1.10392061597591e6,223.58410326780995,2.5341248999999997
334533.756650626,223.58410326780995,2.4959161
781364.561760811,224.68233897134957,2.3569334
167379.21949475264,224.68233897134957,2.4624778999999997
96895.90380097581,224.68233897134957,2.2842795999999996
150472.6251139787,224.68233897134957,2.3807098
146559.651266405,224.68233897134957,2.4307677
6.556036402992321e7,224.68233897134954,2.3960633999999996
205756.26278431076,224.68233897134954,2.7668421999999997
1.6672823242400265e8,224.68233897134954,2.3877813
9.576056009748115e7,224.68233897134954,2.8022769
59359.039417387314,224.68233897134957,2.5673567999999998
62166.55196503389,348.5543752454442,3.5313617
54370.74631948681,379.05526530572183,3.661756
68557.1254032648,384.17815367793344,3.3947475
6.129365169810788e7,384.7314937253213,3.3648667
3.11334611547399e9,384.73149383843946,2.8587264
374757.3189526092,2687.8776174245086,2.9272313999999997
125189.97456494671,5266.798388198891,2.9324746
47158.6727620352,7252.869240653119,2.6357816
25466.37518930984,7327.365230668976,2.8398135
30841.00295767235,7537.378609452455,2.9299336
21711.37876009092,8404.545902021462,3.121435
14234.414870316881,8444.267914733326,3.1235496
20822.618887541626,8795.487811084779,2.8966244999999997
12824.56179244343,9404.565799279488,3.0680779
11721.811965292267,9539.444152270851,3.227239
11448.724324730669,9730.689916197734,3.1955455
11265.404686970678,9777.209655146697,3.3725901
10259.758401462903,9816.935391018342,3.6150351
25102.11879310392,9819.936540064926,3.1546317
11332.667780868816,9867.946816100273,3.2103169
10535.053413715474,9905.71695139585,3.8211899
10275.507829334936,9933.367555493547,3.6530555
10132.474966519238,9942.643328175647,3.6468946
11132.772603560235,9944.726025835262,3.1549425
10256.41697508339,9979.102300353406,3.4569123999999998
10102.412752545139,9981.22142370831,3.6523652
10080.140368853385,9983.213779335842,3.5800258
10061.760325228073,9984.207456288626,3.5094429
10246.087068256456,9990.98968704755,3.9599886
10036.193375940713,9997.028352582362,3.7055328
10033.74802185443,9999.178254302416,3.7611568
10028.816729256469,10003.632920972537,3.8928851
10033.92425510776,10004.480652341794,3.9728985
10036.048487979404,10006.115629549662,3.9716961
10026.849277013818,10007.176339564961,3.9242558
10016.643616245878,10007.520602113917,4.2302312
10858.613472991708,10007.8067994148,3.8070021
10033.314703886366,10008.9951497796,3.9617635
10017.895929734423,10009.58319400216,4.0236325
10017.728094938086,10011.730952432146,3.8610297
10015.338491743842,10012.076770309824,4.1504551
10017.24646849217,10012.183705184725,3.9112085999999997
10019.771103605877,10012.283601197181,3.9614347
10013.786901676685,10012.645727834897,4.2761245
10020.146673712072,10012.675359531422,4.0503224
10013.186696217572,10012.783127130242,4.1153432
