UB,LB,Time
1.2696018060215407e6,2541.3664594788324,5.5175815
1.3906494935401368e9,2541.3664594788324,4.237570600000001
1.20319308933697e8,2541.3664596632093,4.3374625
6.376409668093626e8,2541.3664595743858,4.0901099
1.6402428011922225e8,2541.3664594750717,4.1292954
7.986826323078833e8,2541.3664594708225,3.8028953999999997
7.454602118420462e7,2541.366459592249,3.9102836
439079.69986188866,4016.030910443904,3.5795595999999996
492993.8635850938,4144.574804340093,5.1055897
396272.9657474252,4304.8955329481305,4.8675867
309707.8912633611,4512.200413241605,4.7120509
520678.14654204686,4841.057263638743,5.2002992
531665.8240100355,5250.715576901872,3.688506
280983.47830254876,5611.59920615768,4.625782
405556.9182747867,5865.590023670586,4.3253681
701051.0806121494,6343.24983202796,4.4311695
343228.33185475226,6541.374350808451,3.9915089
268609.3162752611,6669.076077745495,4.818177100000001
189277.81181551368,7094.20467439164,5.1195382
179902.74485276965,7204.900827202033,4.8917521
103113.75385304744,7284.578701219765,5.007485900000001
116539.57760986098,7703.889989773201,4.676462900000001
116816.76967655879,7890.164387401881,5.528187900000001
69806.01838987529,7896.013556094895,5.4984519999999995
63623.93967832366,8214.205711561484,5.0268053
74382.5159450119,8784.721672159527,5.3839369
100792.8191834003,8807.784499246804,4.8716941
39493.285155909034,8861.528457441222,5.0200965
28142.640337898873,8897.467182515065,4.999412400000001
46787.5495649032,8999.843652354863,5.5414715
59869.41124575199,9022.383006561802,5.9939764
58542.10655499859,9055.443282756718,5.7851635
30100.454793130666,9059.840104443632,6.184803700000001
38972.09753876208,9109.950179380441,5.354249
28207.19836704789,9136.44191775746,5.8417122
23844.766024753804,9155.482975271469,5.2599937
23000.28864544011,9201.99659497255,5.1232632
26456.142241468136,9256.220721484027,5.164001600000001
19085.118566583573,9284.11118083165,5.2027790000000005
35122.30097459792,9382.107038126998,5.3830239
28466.293764881317,9396.23726401387,5.0460748
30034.84483971069,9403.516911692896,5.5642882
16552.503410472527,9408.821993074976,5.5924833000000005
20909.618477541582,9452.042725724514,5.5395674
17311.353338050292,9466.564508742656,5.254265
15873.94059566643,9496.856427123636,5.250228099999999
17045.53153242763,9509.658782556631,4.7577465000000005
15739.3452209814,9529.03143182853,5.1864451
20712.41832870228,9544.465736630204,5.1195168
14689.559848411038,9547.180523547016,5.239508900000001
13315.685913873216,9550.657231926094,5.5644374
14512.682946416322,9571.688669838017,5.2278576
12066.209961358878,9578.834866822717,5.2650754
13956.184949938453,9595.911799127554,5.2215634
12373.944483132245,9604.312380153868,5.1914727
12620.179112599977,9634.5234303517,4.942049
14168.447670657155,9643.581413202692,5.1869865
55747.65466301242,9650.802020123894,5.6415489
10539.645759034896,9652.690454748743,5.0687355
10860.72546937659,9654.037830801932,5.3929655
11136.492373982868,9658.178438892977,5.6001195
10633.091236901379,9681.496900867422,5.1615604
10834.186254754055,9723.127669072808,4.9983542
12402.605733199747,9812.8645336552,5.1264226
11696.035090599733,9813.616456384218,5.1430163
10625.828143544477,9816.054587238212,5.5342561
10341.624482485888,9816.440396527563,5.3795428
10887.724775740822,9826.86741499615,6.2354351
10505.586576426756,9827.878780449235,7.359859
10977.061855075413,9870.827620621905,6.0836369
10958.966199676872,9873.981699533077,5.4591624
10695.84296089764,9874.825853631624,5.277935
10657.218121514848,9878.099233628274,6.1798063
10340.66677618938,9880.150604945164,5.650845
10219.633486923583,9885.285585240928,6.0841586
11115.757332894786,9889.919144104251,6.0990698
10200.794764487875,9891.617751341924,5.9863371
10654.920264378348,9981.952690248803,5.6941151
10516.620623224475,9983.016277425488,6.498108
10331.264500135982,9985.10170466294,5.9696528
10413.591013545134,9987.228606552411,6.1662192000000005
10236.538467898616,9987.578090016876,5.4986749
10274.569175991233,9988.071722320914,6.010965000000001
10229.156958891042,9989.50936842887,5.5931867
