UB,LB,Time
7.789269030471953e6,209.979,3.568877546
1.6241730877075454e7,209.979,0.17249056100000001
1.6245576434920989e7,209.979,0.12809879700000001
1.7647526602325816e7,209.979,0.08591295
1.6941872141747657e7,498.3554962861709,0.5049827849999999
3.493849057024557e7,567.4554648950946,1.00432286
2.3901799188458733e7,643.9344318361193,0.703622949
1.1410543305397697e7,719.7356116339547,0.8657080109999999
1.096905279395416e7,987.5062463879103,0.856003598
1.4169540954325158e7,1182.501174945924,0.145476012
5.90104358690884e6,1316.3719465920728,0.164356483
7.820252556614764e6,1464.6442459336351,0.912997191
4.789935591359573e6,1499.1185093592264,1.0713734799999999
4.301377589234136e6,1532.9486569836758,1.108872594
3.2379724726216276e6,1591.6562174437445,1.152828925
3.1905366654714234e6,1683.8801977849107,1.183531521
3.170871013257326e6,1805.2817562770629,0.905276927
2.7487743211796936e6,1853.4698531373078,2.277177128
3.232382928426614e6,2025.8837119968641,1.277226718
3.026905155706209e6,2393.536756259887,1.254751076
2.2027679006860596e6,2709.0203219073082,1.34190127
949986.6637533847,3064.7016936480927,1.3714361689999999
1.0717650371341873e6,3289.7654253694923,1.515258452
607863.8127833841,3447.825338731743,1.3557812
643863.509239004,3609.9568626223345,1.2913083120000002
415576.4814623734,3826.441287471657,1.2972150649999998
484849.6165963713,3939.1004467237253,1.436863984
500282.9544848849,3994.3637619336127,1.381579876
518147.259176595,4222.445680600811,1.409815482
468003.7681448046,4383.463382974687,1.1809756679999999
403017.33047083183,4482.359062174375,1.3709973359999998
357380.4538111491,4552.922700759153,1.2926599730000001
441852.8328304038,4877.9725816151495,1.240857359
370483.31726195646,5157.844354840048,1.449652744
492996.4668813884,5420.051846885715,1.133367387
1.171039702218432e6,6024.634144994096,2.832498626
666908.3383072059,6031.840495932789,1.118507146
507525.83566082024,6043.025927249375,1.270985773
388511.2605996111,6067.218753902123,1.193783309
283905.0825095223,6094.933901011431,1.2348769579999999
316893.93923047796,6286.811560685961,1.232065129
291191.71539849683,6296.5235824257925,1.543793825
283703.98189582146,6317.910419269587,1.278531294
323400.18939737155,6408.345542240055,1.32882761
294237.3482208827,6427.714004612997,1.441655454
345011.312140578,6627.812093042445,1.330901268
346107.54740998754,6642.305934637026,1.3274849579999999
243984.46296012477,6678.695288713909,1.242326026
229658.18975598773,6739.105933973033,1.217962179
228686.16098783494,6819.219263233672,1.408064035
120578.65336362654,6899.213818951219,1.137785338
154342.34937886664,7065.058772945627,3.687331859
126278.20114735569,7160.498293531113,1.457846989
98367.43290628125,7652.1835872591055,1.414233108
109680.66117110194,7763.831533740387,1.3725547699999998
63230.81590819997,7936.862188025774,1.5114298099999999
117514.23639823768,8118.98910339945,1.383753116
79042.8890854475,8152.536759341041,1.513517586
42481.97510473934,8301.890039727372,1.396785917
45302.48333263444,8374.503627013924,1.410102749
40564.55361287984,8488.913599188658,1.6364436180000002
36261.371654905444,8528.934685780361,1.352990666
59524.937103373,8795.532916469263,1.320793941
81422.24256644805,8832.663164036974,1.663388153
48504.58504592882,8838.172894753396,1.708881406
35746.99679920603,8900.333181281978,1.571422559
33951.59508206958,8915.01428701789,1.554956203
24918.303735581783,8949.742499676959,1.526753542
44340.09391135974,9019.39604684194,1.451663207
28359.47389139051,9063.622913569197,2.446154444
33662.061439185185,9086.547630499495,1.5539803730000001
28990.430031134736,9128.06942565304,1.5092605300000002
23329.677601172436,9158.201010335819,1.556293578
21438.173554285262,9218.979037200108,1.6210121910000002
20366.566670537446,9274.404490306188,1.507896858
23166.501959114586,9309.558021674471,1.42932353
54373.60760611549,9326.060925984784,1.4031536420000001
17563.022795789813,9347.186020374691,1.494259294
16083.678916848257,9364.0123166181,1.558510091
14235.138002275928,9429.302189690818,1.476288098
14453.813183629894,9473.103357582135,1.496638505
24389.613812554293,9509.20680848186,1.458527534
14125.867096350481,9513.864474334507,1.5079098350000002
12797.29832852909,9544.694225742947,1.5216820519999998
11634.351847855154,9565.131108557398,1.763846513
11961.111407119626,9592.38289362844,1.643160344
10860.178726229899,9600.127563242379,1.591546393
11504.32493263853,9634.968441863122,3.107819573
11118.943538539295,9644.70548394775,1.729065769
10489.440570428262,9652.410243276681,1.508049568
10744.580430220643,9658.34717441602,1.4625477329999998
10392.681455923363,9660.658803251834,1.70469191
12285.06259407479,9785.80308025275,1.605111191
12599.761279807139,9816.15087744157,1.705066396
